# Program:featureCounts v1.4.6; Command:"featureCounts" "-a" "Probes.FC.annotation.HG19.txt" "-o" "RNA-seq_pluri.txt" "-F" "SAF" "-O" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam
ILMN_1797102	chr2	107423135	107423185	+	51	0	0	0	5	3	4	1	16	5	2	1	0	5	2
ILMN_1795728	chr11	133782718	133782768	+	51	0	0	0	0	0	1	1	1	0	0	0	1	2	6
ILMN_1779915	chr17	81013961	81014011	+	51	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ILMN_3232912	chr13	19700687	19700737	-	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_1685002	chr11	66613798	66613848	-	51	67	7	14	37	31	33	38	39	35	30	16	15	42	78
ILMN_2337492	chr11	66613369	66613419	-	51	103	5	15	54	37	54	78	61	40	37	21	25	53	96
ILMN_1663657	chr5	34297422	34297472	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1910028	chr10	32540468	32540518	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1668914	chr14	94471205	94471255	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3271300	chr5	79439577	79439627	-	51	14	0	7	24	8	101	64	122	61	32	7	9	35	80
ILMN_3232080	chr10	102719268	102719318	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1674201	chrX	108812921	108812971	-	51	0	0	0	15	10	16	14	26	19	16	6	10	15	11
ILMN_1751607	chr19	45978376	45978426	-	51	1	1	26	1	1	1	0	0	0	2	1	0	0	3
ILMN_3239643	chr5	135527231	135527281	+	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ILMN_1785462	chr13	25561124	25561174	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1810069	chr2	208618667	208618717	-	51	57	2	32	49	22	47	68	69	43	25	25	33	54	52
ILMN_2166524	chr2	208618893	208618943	-	51	68	1	25	62	31	43	68	63	40	26	47	36	81	57
ILMN_1718542	chr15	99798149	99798199	-	51	0	0	2	78	48	137	128	161	123	95	49	59	251	125
ILMN_2095789	chr1	227843746	227843796	-	51	4	0	2	4	4	4	13	17	15	17	24	2	19	11
ILMN_1706960	chr10	24836584	24836634	-	51	2	8	0	3	6	4	2	1	3	1	2	1	3	1
ILMN_1858084	chr2	158383608	158383658	-	51	0	0	0	1	0	1	1	0	0	0	0	0	0	0
ILMN_2135527	chr12	100646186	100646236	+	51	4	0	2	1	3	2	2	2	5	5	3	1	6	1
ILMN_3302350	chr1	228158396	228158446	-	51	0	0	0	0	1	0	1	0	1	1	0	0	0	0
ILMN_1773301	chr5	168449208	168449258	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1700316	chr11	74457199	74457249	+	51	0	1	0	2222	1340	1773	2434	4964	2289	1341	1010	823	2900	2496
ILMN_1682520	chr1	52834124	52834174	-	51	1	0	0	0	1	1	0	0	0	1	0	0	0	0
ILMN_1655922	chr22	50830295	50830345	-	51	0	0	1	0	0	0	0	0	0	0	0	1	1	2
ILMN_2311761	chr5	115249056	115249106	-	51	1396	9	299	57	53	57	66	98	122	53	66	42	82	88
ILMN_1711269	chr4	177135362	177135412	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2126055	chr4	177135049	177135099	+	51	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3237884	chr4	13547895	13547945	+	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_1662792	chr11	105459209	105459259	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1716579	chr7	92668754	92668804	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1811592	chr10	24872577	24872627	+	51	21	22	52	13	21	5	11	8	10	9	3	10	12	19
ILMN_1688034	chr17	55015688	55015738	+	51	57	34	20	16	40	33	22	22	31	19	11	14	18	36
ILMN_1690035	chr16	3001065	3001115	-	51	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1678390	chr10	75440115	75440165	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3206312	chrX	110862594	110862644	+	51	0	0	0	10	5	17	13	21	23	13	5	7	24	12
ILMN_3214761	chr11	121233623	121233673	+	51	1	0	0	0	2	0	1	0	1	0	0	0	0	0
ILMN_2215640	chr2	132240248	132240298	-	51	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ILMN_2215639	chr2	132240441	132240491	-	51	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1752213	chr7	77423316	77423366	+	51	213	20	87	71	129	85	68	92	107	47	39	69	125	44
ILMN_1695246	chr3	49213715	49213765	-	51	25	133	32	13	20	23	16	24	16	3	14	10	15	16
ILMN_1681076	chr5	177384423	177384473	+	51	0	0	0	1	0	0	0	0	0	1	0	0	1	0
ILMN_1738589	chr3	127541167	127541217	+	51	48	0	17	0	0	1	0	1	0	0	0	0	0	0
ILMN_1657708	chr3	127408240	127408290	+	51	248	0	85	0	0	0	1	1	1	1	0	0	0	0
ILMN_1708890	chr10	45479486	45479536	-	51	99	1	7	6	3	11	9	25	12	8	3	5	14	1
ILMN_1690566	chr10	45490015	45490065	-	51	81	60	4	8	16	6	17	19	14	6	3	5	23	7
ILMN_1728301	chr10	26593086	26593136	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1813131	chr5	122737584	122737634	+	51	3	0	0	0	2	3	4	2	4	3	2	1	4	4
ILMN_1653077	chr15	51589541	51589591	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1731397	chr8	27093995	27094045	+	51	0	1	0	0	0	0	0	0	0	0	0	0	1	2
ILMN_1759870	chr2	242661015	242661065	-	51	3	0	1	2	1	0	2	3	2	0	1	0	0	2
ILMN_1744887	chr9	5300216	5300266	+	51	17	3	0	7	8	27	13	31	24	11	7	8	28	10
ILMN_1775646	chr18	6029966	6030016	+	51	1	0	0	0	0	0	1	0	0	0	0	0	1	0
ILMN_2396903	chr21	39673095	39673145	-	51	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ILMN_1661939	chr22	25202279	25202329	-	51	0	0	0	1	2	2	5	0	2	0	4	0	0	0
ILMN_1762207	chr22	25322659	25322709	-	51	0	0	0	4	5	1	4	4	5	1	5	1	4	0
ILMN_1812474	chr3	100467313	100467363	-	51	405	40	207	120	155	135	160	182	126	145	59	113	167	210
ILMN_1747192	chr18	29645863	29645913	-	51	22	0	0	10	3	9	14	35	23	18	7	3	22	9
ILMN_2260833	chr14	20786546	20786596	+	51	0	0	0	0	0	1	1	1	1	1	0	0	2	0
ILMN_2347349	chr14	20779662	20779712	+	51	370	149	67	223	349	219	223	324	238	163	111	186	320	232
ILMN_1654732	chr8	99963746	99963796	-	51	3	0	33	0	0	0	0	0	0	0	0	0	0	0
ILMN_1737715	chr8	99964007	99964057	-	51	25	0	89	0	0	0	2	0	0	0	0	1	0	1
ILMN_3264629	chr8	24813493	24813543	-	51	0	0	0	14	1	12	14	49	57	12	3	7	9	23
ILMN_3188162	chr8	24812784	24812834	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2389528	chr11	68506187	68506237	+	51	1	0	1	24	12	31	31	101	65	35	17	11	64	29
ILMN_3190707	chr15	63881112	63881162	+	51	185	0	18	6	6	4	3	13	18	1	7	1	8	7
ILMN_1793950	chr14	19988193	19988243	+	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1785297	chr7	140125888	140125938	-	51	0	0	0	0	1	2	4	2	1	2	0	2	4	3
ILMN_1801776	chr19	43772009	43772059	+	51	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ILMN_1840508	chr2	64476773	64476823	-	51	0	0	0	6	6	5	1	2	0	4	1	0	0	1
ILMN_1669281	chr16	28488834	28488884	+	51	55	31	51	27	31	24	16	33	22	12	13	11	22	32
ILMN_1891067	chr1	210851996	210852046	+	51	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ILMN_1699520	chr2	40342445	40342495	+	51	0	1	8	1	0	0	0	0	0	0	0	0	1	1
ILMN_1758392	chr12	99138641	99138691	+	51	0	0	0	0	2	0	0	0	2	0	0	0	0	0
ILMN_1723113	chr20	44337075	44337125	-	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_1720255	chr6	32427641	32427691	+	51	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1668847	chr16	69959064	69959114	-	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1777340	chr11	118620646	118620696	+	51	361	0	79	87	53	59	77	75	73	74	35	58	85	73
ILMN_1797281	chr2	113191821	113191871	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1672600	chr2	194885150	194885200	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1652940	chr22	21362953	21363003	+	51	0	1	2	2	1	0	0	0	3	0	1	1	2	1
ILMN_1785202	chr2	191895713	191895763	+	51	27	4	10	0	1	1	0	0	0	1	0	0	0	0
ILMN_1696468	chr16	58197701	58197751	+	51	155	0	26	28	8	37	50	61	51	52	22	18	64	66
ILMN_1851396	chr1	91122693	91122743	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1802702	chr10	134261908	134261958	-	51	0	0	0	1	0	0	0	1	0	1	0	0	1	1
ILMN_1884041	chr2	84867652	84867702	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1880280	chr3	71619583	71619633	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1697872	chr21	43444874	43444924	-	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_2403458	chr22	24175756	24175806	-	51	549	62	117	165	237	171	196	276	192	106	82	117	186	277
ILMN_1758823	chr22	24176488	24176538	-	51	110	16	22	49	80	55	66	112	44	44	22	28	72	101
ILMN_1656882	chr16	33605437	33605487	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1689004	chr16	3072031	3072081	-	51	9	84	415	173	367	152	178	300	138	225	53	116	173	594
ILMN_1710280	chr20	57601460	57601510	-	51	7	0	3	2	1	0	1	0	0	1	1	3	0	2
ILMN_2157843	chr19	37382410	37382460	+	51	10	0	5	3	0	3	10	8	5	1	4	1	0	9
ILMN_1718259	chr19	37407041	37407091	-	51	3	0	0	0	0	0	0	0	0	0	1	0	0	0
ILMN_1712605	chr19	37398839	37398889	+	51	21	0	4	3	0	4	8	7	9	2	7	1	0	11
ILMN_1669826	chr7	158433050	158433100	+	51	6	0	0	0	1	3	4	2	2	3	0	0	1	4
ILMN_1782782	chr19	4908219	4908269	+	51	13	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1764754	chr2	238820562	238820612	-	51	0	8	1	3	3	1	2	2	1	0	1	1	2	3
ILMN_1685763	chr17	80573167	80573217	+	51	254	17	130	160	146	182	182	197	130	135	54	101	177	246
ILMN_1688413	chr14	78184282	78184332	+	51	300	32	110	92	120	97	106	111	126	89	57	60	162	77
ILMN_1694502	chr12	57135284	57135334	+	51	123	1	7	96	75	70	114	139	89	59	56	57	91	123
ILMN_2067708	chr1	246704299	246704349	+	51	136	5	50	46	33	49	51	87	36	37	25	40	52	138
ILMN_2067709	chr1	246704177	246704227	+	51	86	10	27	35	22	19	29	37	36	26	17	15	26	77
ILMN_3182304	chrX	74758286	74758336	+	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1661078	chr15	40645427	40645477	-	51	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ILMN_1907648	chr17	43927826	43927876	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1803528	chr3	169557363	169557413	+	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1703425	chr12	127227282	127227332	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3303993	chr14	75705569	75705619	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1662306	chr3	120424862	120424912	+	51	119	0	39	24	2	20	27	38	45	20	13	6	24	54
ILMN_2221769	chr1	12939668	12939718	+	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_2221768	chr1	12939137	12939187	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3233395	chr8	71354108	71354158	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3290293	chr8	71348709	71348759	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1753729	chr3	186461581	186461631	-	51	0	0	0	0	0	0	0	0	0	0	0	1	2	2
ILMN_1888546	chr21	36511604	36511654	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1714586	chr3	86987576	86987626	+	51	0	0	80	1	4	0	0	0	0	0	1	0	0	2
ILMN_1696087	chr12	7074810	7074860	+	51	1441	133	348	606	616	576	661	843	586	385	223	386	679	833
ILMN_1811387	chr21	43732173	43732223	+	51	0	0	0	0	0	1	0	2	0	0	0	0	1	0
ILMN_1665696	chr1	155041390	155041440	-	51	35	7	12	22	31	55	31	47	56	15	31	21	57	42
ILMN_1683909	chr5	135549174	135549224	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1717013	chr16	22018862	22018912	-	51	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ILMN_1729874	chr19	14910219	14910269	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1752320	chr7	66824181	66824231	-	51	0	1	0	0	2	2	0	1	0	0	0	0	0	1
ILMN_1769116	chr9	139849820	139849870	-	51	1	2	0	2	3	1	1	1	0	0	0	1	0	2
ILMN_1740586	chr1	20302056	20302106	+	51	0	0	0	1	3	55	0	3	36	6	0	2	0	4
ILMN_3238814	chr5	69423461	69423511	+	51	3	2	1	0	0	0	0	0	1	0	0	0	0	0
ILMN_1742197	chr2	209169784	209169834	-	51	11	0	0	1	0	0	1	3	1	0	1	0	2	3
ILMN_2113049	chr2	37600276	37600326	-	51	0	3	46	9	18	36	7	6	15	8	5	9	21	15
ILMN_1741727	chr2	37599830	37599880	-	51	0	0	91	12	14	35	14	18	35	6	3	8	18	30
ILMN_1670177	chr6	53202645	53202695	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2045800	chr11	108264070	108264120	+	51	5	0	1	0	5	2	0	2	1	0	2	0	0	0
ILMN_1881003	chr18	65380596	65380646	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1686283	chr22	17687974	17688024	+	51	83	0	0	0	0	1	1	0	0	1	0	0	0	0
ILMN_1673104	chr7	153459909	153459959	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1784040	chr19	50861996	50862046	+	51	27	1	0	0	0	3	1	0	2	1	2	0	3	2
ILMN_1681057	chr7	928774	928824	-	51	1	0	0	0	0	1	1	0	1	0	0	0	0	0
ILMN_1704353	chr1	117117393	117117443	+	51	14	68	5	39	79	37	50	50	59	28	35	27	69	31
ILMN_3271831	chr7	128506523	128506573	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1758928	chr12	287737	287787	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2262930	chr22	51039236	51039286	-	51	0	0	1	0	0	0	0	0	1	0	0	0	0	3
ILMN_2351262	chr22	51049285	51049335	-	51	0	1	3	3	3	1	3	4	2	1	1	0	6	8
ILMN_1785324	chr14	64924930	64924980	-	51	358	19	47	200	221	96	165	140	94	90	36	115	192	213
ILMN_1656812	chr19	3941064	3941114	-	51	3	17	0	57	113	279	68	116	94	52	31	40	38	352
ILMN_1654185	chr2	2584817	2584867	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3251383	chr2	130897109	130897159	+	51	9	0	8	5	19	6	10	10	7	9	8	7	16	7
ILMN_1884969	chr5	9861352	9861402	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3235467	chr12	25070726	25070776	+	51	1	0	0	0	1	0	2	0	1	2	0	0	1	3
ILMN_1788415	chr8	124996431	124996481	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3251610	chr19	43867371	43867421	-	51	0	0	2	0	0	2	0	0	1	0	0	1	0	0
ILMN_1774071	chr19	43866360	43866410	-	51	0	0	0	1	2	3	0	0	0	0	0	0	1	0
ILMN_2195892	chr4	177113905	177113955	+	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1817255	chr12	49082442	49082492	+	51	131	23	20	36	42	26	43	28	24	30	26	17	29	62
ILMN_1823752	chr11	26307275	26307325	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1782247	chr17	40265225	40265275	+	51	54	29	17	25	72	24	55	55	32	27	23	20	42	55
ILMN_3233698	chr2	132556762	132556812	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1736872	chr7	142131321	142131371	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3205258	chr7	157408228	157408278	-	51	0	0	0	0	0	1	0	4	0	0	0	0	0	0
ILMN_1718832	chr1	229441053	229441103	-	51	29	7	16	3	16	2	2	15	12	4	5	2	9	9
ILMN_3309001	chr18	19408994	19409044	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2068202	chr19	19257426	19257476	+	51	90	1	1	1	6	8	15	4	5	6	1	4	13	7
ILMN_1651470	chr12	132325046	132325096	-	51	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ILMN_1728799	chr9	97365665	97365715	+	51	1	0	0	3	3	6	3	24	9	1	2	0	1	8
ILMN_1910307	chr16	69771544	69771594	-	51	1	0	0	0	0	0	3	1	0	2	0	1	0	3
ILMN_1861982	chr6	72086216	72086266	+	51	0	0	4	0	0	0	0	1	2	0	2	1	7	2
ILMN_1779144	chr12	10051440	10051490	+	51	0	0	18	0	0	0	0	1	0	0	0	0	15	1
ILMN_1832720	chr10	73853771	73853821	+	51	2	0	1	2	1	0	1	2	4	1	1	1	0	1
ILMN_1664601	chr4	11370757	11370807	-	51	5	0	0	0	0	0	3	3	1	1	0	0	1	5
ILMN_1689518	chr17	62401024	62401074	+	51	40	0	0	0	0	0	0	0	0	0	0	0	2	0
ILMN_1661344	chrX	140714179	140714229	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1729212	chr7	126078735	126078785	+	51	5	0	0	0	3	1	3	2	2	0	5	2	0	1
ILMN_1751069	chr9	27286321	27286371	+	51	1	0	0	1	1	2	1	3	1	0	0	0	1	0
ILMN_1772369	chrX	19377792	19377842	-	51	333	227	87	132	242	273	159	180	144	97	61	83	161	218
ILMN_1778756	chr16	28617058	28617108	+	51	3	10	1	9	8	9	11	4	11	1	4	10	6	21
ILMN_1657302	chr16	28631424	28631474	+	51	0	0	0	0	0	0	0	1	1	0	0	0	3	0
ILMN_1656257	chr16	86372207	86372257	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2388155	chr4	185549045	185549095	+	51	199	29	29	89	90	62	63	91	93	79	22	46	86	264
ILMN_2215355	chr16	11540426	11540476	+	51	0	0	0	3	1	2	2	4	1	0	0	1	1	5
ILMN_1728338	chr16	11540645	11540695	+	51	0	0	0	7	3	3	0	7	1	1	0	3	0	6
ILMN_1789871	chr16	3199899	3199949	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1804150	chr7	27565240	27565290	+	51	95	23	129	76	133	84	66	125	109	53	64	36	92	94
ILMN_1772712	chr1	1189664	1189714	+	51	35	2	27	11	20	19	22	24	23	8	10	11	16	36
ILMN_1673158	chr20	23105904	23105954	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2151281	chr12	10375390	10375440	-	51	25	75	135	167	186	168	145	199	184	109	55	91	182	188
ILMN_1727001	chr5	134166529	134166579	-	51	10	4	3	26	19	3	16	8	8	8	6	9	8	11
ILMN_1657750	chr10	101153849	101153899	-	51	0	1	1	0	2	2	1	0	1	0	0	1	0	0
ILMN_3179565	chr4	132685368	132685418	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1752117	chr8	92006758	92006808	+	51	30	3	24	46	39	36	15	34	41	28	24	23	28	16
ILMN_1734968	chrX	152682735	152682785	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1730504	chr6	161551216	161551266	+	51	2	18	9	13	23	4	11	18	15	7	7	9	12	10
ILMN_2409720	chr20	35241323	35241373	+	51	5	0	2	0	0	0	0	0	0	0	0	0	0	1
ILMN_1813836	chr2	136664886	136664936	+	51	635	24	106	137	308	212	175	238	207	123	86	113	165	190
ILMN_3291709	chr4	43901010	43901060	-	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1677955	chr20	25204767	25204817	-	51	167	1	43	12	18	29	24	39	33	21	11	9	34	41
ILMN_2091792	chr20	25206923	25206973	-	51	137	30	63	61	80	69	72	74	73	40	26	45	51	94
ILMN_2206009	chr1	207131836	207131886	+	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2359907	chr17	7485182	7485232	-	51	27	0	74	0	0	2	0	0	0	0	0	0	0	2
ILMN_2267914	chr17	7483153	7483203	-	51	41	0	189	1	1	3	1	0	1	0	0	0	1	2
ILMN_3248247	chr7	56871801	56871851	-	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_1742889	chr1	111983202	111983252	+	51	76	30	43	58	73	40	57	62	33	59	28	35	59	141
ILMN_1673757	chr2	202137395	202137445	-	51	37	0	25	6	5	11	3	11	12	9	2	2	10	35
ILMN_2404589	chr13	50594373	50594423	-	51	7	0	2	0	2	1	2	1	0	1	0	0	5	1
ILMN_1772123	chr17	35442110	35442160	+	51	44	39	53	163	257	106	187	142	119	83	38	137	221	101
ILMN_1667641	chr17	35722389	35722439	+	51	0	0	3	0	0	0	0	0	0	0	0	0	0	1
ILMN_1781076	chr8	12193362	12193412	-	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ILMN_1694220	chr2	151890368	151890418	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1713141	chr8	23087981	23088031	-	51	3	0	0	5	3	3	5	1	2	0	0	1	2	2
ILMN_1765641	chr7	83590681	83590731	+	51	0	1	46	44	18	18	26	40	20	12	8	21	47	31
ILMN_1669167	chr5	1663681	1663731	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3245486	chr4	65737732	65737782	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1706839	chr5	145890544	145890594	-	51	296	29	41	132	194	62	135	118	106	130	77	125	158	77
ILMN_2289301	chr5	145847915	145847965	-	51	55	0	11	11	13	19	29	34	16	12	8	11	25	12
ILMN_2398039	chr5	145890154	145890204	-	51	236	7	46	124	132	91	154	142	102	117	54	112	176	86
ILMN_3242144	chr11	10823013	10823063	+	51	12	0	5	1	1	0	11	5	8	0	0	3	1	5
ILMN_2156250	chr17	76353307	76353357	+	51	136	11	110	21	23	26	41	33	32	33	9	29	44	30
ILMN_1706553	chr1	183523026	183523076	-	51	285	51	52	119	248	76	132	78	133	72	65	116	141	139
ILMN_1690469	chr1	183511506	183511556	-	51	88	0	8	18	13	17	25	20	17	22	15	15	48	54
ILMN_1846799	chr11	61519664	61519714	-	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_1685952	chr16	20796327	20796377	-	51	88	0	2	13	17	21	13	31	17	8	10	8	17	13
ILMN_1771084	chr16	20803588	20803638	-	51	76	1	1	14	19	5	6	17	19	10	11	6	6	8
ILMN_1783448	chr16	66754876	66754926	+	51	78	67	82	57	119	45	59	64	40	58	21	40	63	74
ILMN_1893053	chr11	20689547	20689597	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1746659	chrY	13324477	13324527	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1776480	chr11	118994282	118994332	-	51	14	0	3	0	0	2	4	4	3	3	1	0	6	2
ILMN_1727101	chr11	25102264	25102314	-	51	0	0	0	0	0	0	3	0	8	0	1	0	1	0
ILMN_1811346	chr12	6833115	6833165	+	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ILMN_3279964	chr2	17567705	17567755	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3274014	chr16	72037678	72037728	+	51	0	0	0	0	0	1	0	0	0	4	1	5	0	4
ILMN_3287033	chr6	34712411	34712461	-	51	0	0	0	0	0	0	1	0	1	0	0	0	1	0
